chr1	11873	12227	X	0	+
chr1	12612	12721	X	0	+
chr1	13220	14829	X	0	+
chr1	14969	15038	X	0	+
chr1	15795	15947	X	0	+
chr1	16606	16765	X	0	+
chr1	16857	17055	X	0	+
chr1	17232	17436	X	0	+
chr1	17605	17742	X	0	+
chr1	17914	18061	X	0	+
chr1	18267	18366	X	0	+
chr1	24737	24891	X	0	+
chr1	29320	29370	X	0	+
chr1	30365	30503	X	0	+
chr1	34610	35174	X	0	+
chr1	35276	35481	X	0	+
chr1	35720	36081	X	0	+
chr1	69090	70008	X	0	+
chr1	134772	139696	X	0	+
chr1	139789	139847	X	0	+
chr1	140074	140566	X	0	+
chr1	323891	324060	X	0	+
chr1	324287	324345	X	0	+
chr1	324438	328581	X	0	+
chr1	367658	368597	X	0	+
chr1	562759	563203	X	0	+
chr1	563340	563603	X	0	+
chr1	564298	564389	X	0	+
chr1	567704	567793	X	0	+
chr1	621095	622034	X	0	+
chr1	661138	665184	X	0	+
chr1	665277	665335	X	0	+
chr1	665562	665731	X	0	+
chr1	700244	700627	X	0	+
chr1	701708	701767	X	0	+
chr1	703927	703993	X	0	+
chr1	704876	705092	X	0	+
chr1	708355	708487	X	0	+
chr1	709550	709660	X	0	+
chr1	713663	714068	X	0	+
chr1	752750	753582	X	0	+
chr1	754102	755214	X	0	+
chr1	761585	762902	X	0	+
chr1	762970	763155	X	0	+
chr1	763177	763229	X	0	+
chr1	764382	764484	X	0	+
chr1	776579	778984	X	0	+
chr1	783033	783186	X	0	+
chr1	787306	787490	X	0	+
chr1	788050	788146	X	0	+
chr1	788770	794826	X	0	+
chr1	803450	804055	X	0	+
chr1	809491	810535	X	0	+
chr1	812125	812182	X	0	+
chr1	852197	853100	X	0	+
chr1	853401	853555	X	0	+
chr1	854204	854295	X	0	+
chr1	854714	855072	X	0	+
chr1	861120	861180	X	0	+
chr1	861301	861393	X	0	+
chr1	865534	865716	X	0	+
chr1	866418	866469	X	0	+
chr1	871151	871276	X	0	+
chr1	874419	874509	X	0	+
chr1	874654	874840	X	0	+
chr1	876523	876686	X	0	+
chr1	877515	877631	X	0	+
chr1	877789	877868	X	0	+
chr1	877938	878438	X	0	+
chr1	878632	878757	X	0	+
chr1	879077	879188	X	0	+
chr1	879287	880180	X	0	+
chr1	880436	880526	X	0	+
chr1	880897	881033	X	0	+
chr1	881552	881666	X	0	+
chr1	881781	881925	X	0	+
chr1	883510	883612	X	0	+
chr1	883869	883983	X	0	+
chr1	886506	886618	X	0	+
chr1	887379	887519	X	0	+
chr1	887791	887980	X	0	+
chr1	888554	888668	X	0	+
chr1	889161	889272	X	0	+
chr1	889383	889462	X	0	+
chr1	891302	891393	X	0	+
chr1	891474	891595	X	0	+
chr1	892273	892405	X	0	+
chr1	892478	892653	X	0	+
chr1	894308	894461	X	0	+
chr1	894594	894679	X	0	+
chr1	895966	896180	X	0	+
chr1	896672	896932	X	0	+
chr1	897008	897130	X	0	+
chr1	897205	897427	X	0	+
chr1	897734	897851	X	0	+
chr1	898083	898297	X	0	+
chr1	898488	898633	X	0	+
chr1	898716	898884	X	0	+
chr1	899299	899388	X	0	+
chr1	899486	899560	X	0	+
chr1	899728	899910	X	0	+
chr1	900342	901099	X	0	+
chr1	901876	901994	X	0	+
chr1	902083	902183	X	0	+
chr1	905656	905803	X	0	+
chr1	905900	905981	X	0	+
chr1	906065	906138	X	0	+
chr1	906258	906386	X	0	+
chr1	906456	906588	X	0	+
chr1	906703	906784	X	0	+
chr1	907454	907530	X	0	+
chr1	907667	907804	X	0	+
chr1	908240	908390	X	0	+
chr1	908565	908706	X	0	+
chr1	908879	909020	X	0	+
chr1	909212	909431	X	0	+
chr1	909695	909744	X	0	+
chr1	909821	910484	X	0	+
chr1	910578	911649	X	0	+
chr1	911878	912004	X	0	+
chr1	914260	916427	X	0	+
chr1	916516	916553	X	0	+
chr1	917444	917497	X	0	+
chr1	934341	934812	X	0	+
chr1	934905	934993	X	0	+
chr1	935071	935552	X	0	+
chr1	948846	948956	X	0	+
chr1	949363	949919	X	0	+
chr1	955502	955753	X	0	+
chr1	957580	957842	X	0	+
chr1	970656	970704	X	0	+
chr1	976044	976260	X	0	+
chr1	976552	976777	X	0	+
chr1	976857	977082	X	0	+
chr1	977335	977542	X	0	+
chr1	978618	978837	X	0	+
chr1	978917	979112	X	0	+
chr1	979202	979403	X	0	+
chr1	979488	979637	X	0	+
chr1	979713	979819	X	0	+
chr1	980540	980657	X	0	+
chr1	980738	980903	X	0	+
chr1	981112	981256	X	0	+
chr1	981343	981468	X	0	+
chr1	981539	981645	X	0	+
chr1	981776	982115	X	0	+
chr1	982199	982337	X	0	+
chr1	982706	982834	X	0	+
chr1	982952	983067	X	0	+
chr1	983155	983275	X	0	+
chr1	983391	983745	X	0	+
chr1	984246	984439	X	0	+
chr1	984615	984831	X	0	+
chr1	984945	985175	X	0	+
chr1	985282	985417	X	0	+
chr1	985612	985709	X	0	+
chr1	985806	985971	X	0	+
chr1	986105	986217	X	0	+
chr1	986632	986749	X	0	+
chr1	986832	987025	X	0	+
chr1	987107	987195	X	0	+
chr1	989132	989357	X	0	+
chr1	989827	989931	X	0	+
chr1	990203	991499	X	0	+
chr1	1007125	1007955	X	0	+
chr1	1009395	1009687	X	0	+
chr1	1017197	1018367	X	0	+
chr1	1019732	1019763	X	0	+
chr1	1019860	1019886	X	0	+
chr1	1021257	1021392	X	0	+
chr1	1022518	1022584	X	0	+
chr1	1022881	1022977	X	0	+
chr1	1025732	1025808	X	0	+
chr1	1026851	1026945	X	0	+
chr1	1027370	1027483	X	0	+
chr1	1051439	1051736	X	0	+
chr1	1072396	1072490	X	0	+
chr1	1076204	1076412	X	0	+
chr1	1078118	1079434	X	0	+
chr1	1102483	1102578	X	0	+
chr1	1103242	1103332	X	0	+
chr1	1104384	1104467	X	0	+
chr1	1109285	1109306	X	0	+
chr1	1109664	1109701	X	0	+
chr1	1109803	1109869	X	0	+
chr1	1114568	1114713	X	0	+
chr1	1115036	1115233	X	0	+
chr1	1115413	1115720	X	0	+
